Track URI,Track Name,Track Duration (ms),Artist Name,Artist Popularity,Artist Genres,Album Name,Album Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1XZPtZVqcOzzxbYIR7MjQw,Ontario,192866,Novo Amor,71,"ambient folk, indie folk",Heiress,10/11/17,73,0.409,0.223,10,-13.886,1,0.0296,0.947,0.0123,0.0635,0.173,89.877,4
spotify:track:0Yhc7yL95DZhHjJQbkNZpB,I'm Never Enough,134615,Ghostyboy,28,,I'm Never Enough,13/9/21,47,0.324,0.479,2,-12.059,1,0.0357,0.638,0.00891,0.154,0.406,104.077,4
spotify:track:3X7uFMzJrEE0sxn62qd8Ch,Nothing's Gonna Stop Us Now,270333,Starship,65,"album rock, classic rock, mellow gold, new romantic, new wave pop, soft rock, synthpop",No Protection,27/7/87,81,0.643,0.802,6,-4.92,1,0.0227,0.0299,0,0.0719,0.53,95.99,4
spotify:track:3IlpJeoqcBW3MU9lL2qf0L,Bhober Pagol,322418,Nigar Sumi,24,bangla pop,Bhober Pagol,4/5/22,0,0.544,0.894,2,-3.552,0,0.269,0.065,1.31E-06,0.0942,0.49,169.977,4
spotify:track:6BCEJpxAaejJUD5Uxu7jF6,Beni Khuley,178857,Muza,44,"classic bangla pop, desi pop",Beni Khuley,21/7/22,56,0.511,0.566,8,-4.064,1,0.102,0.227,0,0.116,0.82,102.29,4
spotify:track:5VIyjOoXddMARgRTtKVqXc,E Hawa,354330,Meghdol,35,"bangladeshi indie, bangladeshi rock",E Hawa,19/7/22,50,0.271,0.192,8,-14.925,1,0.0342,0.815,0.0128,0.113,0.188,126.643,3
spotify:track:10KQrsptNFQ0rwr7rHYjeu,GFY,186666,Dennis Lloyd,66,israeli pop,Exident,5/4/19,59,0.634,0.676,10,-7.862,0,0.226,0.131,0,0.119,0.358,137.139,4
spotify:track:4dVpf9jZjcORqGTLUaeYj9,Plain Jane,173600,A$AP Ferg,71,"hip hop, pop rap, rap, southern hip hop, trap",Still Striving,18/8/17,77,0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,4
spotify:track:0NLkVxf0PyxsXBG3EuZcJf,Gul,217241,Anuv Jain,66,"hindi indie, indian indie, indian singer-songwriter",Gul,16/7/21,75,0.6,0.294,6,-12.301,1,0.0292,0.871,8.66E-05,0.102,0.342,86.97,4
spotify:track:3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,175720,Travis Scott,89,"hip hop, rap, slap house",HIGHEST IN THE ROOM,4/10/19,86,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,4
spotify:track:4LRPiXqCikLlN15c3yImP7,As It Was,167303,Harry Styles,88,pop,As It Was,31/3/22,93,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
spotify:track:2p8IUWQDrpjuFltbdgLOag,After Hours,361026,The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",After Hours,20/3/20,88,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,4
spotify:track:5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,232906,PUBLIC,58,indie rockism,Make You Mine,9/8/19,78,0.606,0.799,9,-4.452,1,0.0261,0.0128,0,0.15,0.638,103.014,4
spotify:track:6dGqGkYDoRrKh5UiIcTT22,Understand,171946,BoyWithUke,74,sad rap,Serotonin Dreams,6/5/22,76,0.828,0.658,6,-6.19,0,0.14,0.81,1.06E-06,0.277,0.917,103.051,4
spotify:track:1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,253920,The Police,75,"album rock, classic rock, permanent wave, rock",Synchronicity (Remastered 2003),17/6/83,89,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4
spotify:track:2Iqk5lRS2cJdAfOEqWXNjS,Deadman's Gun,255400,Ashtar Command,29,,Red Dead Redemption Original Soundtrack,18/5/10,0,0.497,0.232,0,-13.361,1,0.0284,0.891,0.15,0.133,0.104,138.024,4
spotify:track:7mykoq6R3BArsSpNDjFQTm,I Really Want to Stay at Your House,246652,Rosa Walton,58,,"Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)",18/12/20,79,0.49,0.738,3,-7.399,0,0.0367,0.00237,4.58E-06,0.0851,0.126,124.966,4
spotify:track:4mn5HdatHKN7iFGDes9G8i,Who's Ready for Tomorrow,116161,RAT BOY,51,english indie rock,"Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)",18/12/20,71,0.751,0.74,9,-6.016,1,0.045,0.152,5.75E-05,0.0873,0.788,138.066,4
spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,260000,Ice Cube,75,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap",The Predator,17/11/92,86,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,4
spotify:track:7cLGKaJXLFpUU7Up34vVr1,Tera Rastaa Chhodoon Na,252963,Amitabh Bhattacharya,81,modern bollywood,Chennai Express,3/7/13,67,0.419,0.679,4,-8.052,1,0.0384,0.493,0.00229,0.119,0.368,169.911,4
spotify:track:2cPUB8EOT6AfJ8oxhyoNXL,Ye Tune Kya Kiya,314239,Pritam,87,"desi pop, filmi, indian instrumental, modern bollywood",Once Upon Ay Time In Mumbai Dobaara !,22/7/13,70,0.578,0.798,7,-6.01,1,0.0699,0.58,0,0.111,0.728,91.96,4
spotify:track:74kCarkFBzXYXNkkYJIsG0,Alag Aasmaan,212773,Anuv Jain,66,"hindi indie, indian indie, indian singer-songwriter",Alag Aasmaan,31/7/20,73,0.699,0.299,6,-12.599,1,0.0403,0.869,0,0.0724,0.459,118.969,4
spotify:track:2fMlezwwP5Hr1UwuAknN4o,"Tose Naina (From ""Mickey Virus)",263549,Arijit Singh,89,"desi pop, filmi, modern bollywood",Love Dose Arijit Singh,11/2/16,67,0.523,0.561,4,-6.474,1,0.0329,0.426,0,0.109,0.31,139.885,4
spotify:track:08kTa3SL9sV6Iy8KLKtGql,Kasoor,197549,Prateek Kuhad,60,"folk-pop, hindi indie, indian indie, indian singer-songwriter",Kasoor,30/6/20,72,0.558,0.497,8,-7.175,1,0.0256,0.0285,5.36E-06,0.0799,0.444,107.047,4
spotify:track:14eotumM24MhIgzidgN3Jx,Khaabon Ke Parinday,251704,Alyssa Mendonsa,55,modern bollywood,Zindagi Na Milegi Dobara,6/6/11,67,0.517,0.565,9,-10.184,1,0.0441,0.721,0.00689,0.0997,0.69,169.952,4
spotify:track:2qgXrzJsry4KgYoJCpuaul,Choo Lo,233630,The Local Train,56,"hindi indie, indian indie, indian rock, new delhi indie",Aalas Ka Pedh,25/9/15,72,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,4
spotify:track:1y1rQTkWmrZdJmjwuK07GC,"Kaise Hua (From ""Kabir Singh"")",234722,Vishal Mishra,71,"desi pop, filmi, modern bollywood","Kaise Hua (From ""Kabir Singh"")",13/6/19,76,0.385,0.464,2,-6.975,1,0.0404,0.452,0,0.109,0.15,137.839,4
spotify:track:6w458kA8WOAIZr1ublxnK9,Safarnama,251402,Lucky Ali,59,"filmi, modern bollywood",Tamasha,16/10/15,64,0.541,0.512,9,-10.203,1,0.0291,0.74,0.000528,0.162,0.203,120.036,4
spotify:track:7MTUN4bpk7Im3Sxz9oCULf,Kana Yaari,226802,Kaifi Khalil,65,balochi pop,Kana Yaari,20/1/22,65,0.841,0.536,10,-6.866,0,0.118,0.103,0,0.185,0.582,96.013,4
spotify:track:3PzsbWSQdLCKDLxn7YZfkM,I'm On Fire,155880,Bruce Springsteen,76,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",Born In The U.S.A.,4/6/84,79,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,4
spotify:track:7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,177000,Kendrick Lamar,89,"conscious hip hop, hip hop, rap, west coast rap",DAMN.,14/4/17,87,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,4
spotify:track:5YEOzOojehCqxGQCcQiyR4,Panda,246761,Desiigner,63,"pop rap, rap, southern hip hop, trap, viral trap",New English,26/6/16,72,0.576,0.766,10,-4.943,0,0.449,0.028,1.68E-06,0.366,0.236,144.833,4
spotify:track:466cKvZn1j45IpxDdYZqdA,Toosie Slide,247058,Drake,95,"canadian hip hop, canadian pop, hip hop, rap, toronto rap",Dark Lane Demo Tapes,1/5/20,71,0.83,0.49,1,-8.82,0,0.209,0.289,3.04E-06,0.113,0.845,81.604,4
spotify:track:6E90gq0KO6FYZVOXx8kCcC,Astronaut In The Ocean,132780,Masked Wolf,66,australian hip hop,Astronomical,10/9/21,72,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,4
spotify:track:4vfqaieCiOlbaHhUj4e35i,After Dark x Sweater Weather,288574,Ayumi,0,,After Dark,7/10/22,3,0.483,0.628,8,-10.128,1,0.0645,0.0509,0.0133,0.107,0.0402,139.986,4
spotify:track:0wIfYaveiZku0eL44UXtHk,Konoha Peace,101437,Kato,67,anime lo-fi,Naruto Vibes,11/12/20,52,0.71,0.464,2,-8.171,1,0.0316,0.345,0.915,0.163,0.436,124.061,4
spotify:track:2UKK9UEbKlykbmLVP1zWIQ,Haule Haule,263967,Sukhwinder Singh,68,"filmi, modern bollywood",Rab Ne Bana Di Jodi (Original),6/11/08,75,0.712,0.776,5,-7.424,0,0.213,0.541,2.17E-06,0.0896,0.96,89.934,4
spotify:track:4Iv50vNU7VYmKzQmpa6LaB,Abar Elo Je Shondha,240465,Lucky Akandh,5,classic bangla pop,Abar Elo Je Shondha,1990,21,0.259,0.742,0,-5.011,1,0.0554,0.854,0.536,0.0978,0.632,174.819,4
spotify:track:2w0lhhAsMxtrF5KPWx8lJd,Hadal Ahbek Slowed Reverb - Remix,250000,Eduardo XD,41,slowed and reverb,Hadal Ahbek Slowed Reverb (Remix),10/10/19,54,0.739,0.317,11,-11.39,1,0.0471,0.644,0.438,0.152,0.315,140.499,4
spotify:track:4lsOsGMzO1yCjGVucoWOZ1,Ainsi bas la vida,214760,Indila,68,french pop,Mini World (Deluxe),17/11/14,73,0.776,0.641,8,-6.925,1,0.0981,0.0486,5.77E-06,0.0977,0.437,128.05,4
spotify:track:5MxNLUsfh7uzROypsoO5qe,Dream On,266960,Aerosmith,76,"album rock, classic rock, hard rock, rock",Aerosmith,5/1/73,32,0.307,0.433,1,-10.057,1,0.029,0.388,9.08E-05,0.332,0.224,160.9,4
spotify:track:0iUrxveyNUBfj0cqjYEijt,NEON BLADE,265263,MoonDeity,69,"gym phonk, ukrainian phonk",NEON BLADE,1/6/22,82,0.548,0.996,7,-2.169,1,0.112,0.0284,0.92,0.595,0.893,94.999,4
spotify:track:3JvKfv6T31zO0ini8iNItO,Another Love,244360,Tom Odell,76,chill pop,Long Way Down (Deluxe),24/6/13,93,0.445,0.537,4,-8.532,0,0.04,0.695,1.65E-05,0.0944,0.131,122.769,4
spotify:track:3XVeGPcpZ8u4X5emGPZptv,Vtornik Money Rain (Slowed + Reberb),201618,Zayan,8,,Vtornik Money Rain (Slowed + Reberb),1/6/14,1,0.784,0.866,3,-5.431,0,0.202,0.641,0.805,0.141,0.524,152.843,4
spotify:track:4P0r0yO7HNPvOra7BHGixH,Money Rain - Phonk Remix,150941,VTORNIK,55,russian drill,Money Rain (Phonk Remix),14/6/21,75,0.936,0.791,6,-3.605,1,0.235,0.355,0.00628,0.168,0.746,102.02,4
spotify:track:2cgj30xjLT5RofXLXfwClQ,Soco Soco Soco / Cada Hit na Favela É um Terremoto: Funk Tik Tok,206309,MC Renatinho Falcão,55,"funk mandelao, funk mtg, funk viral",Soco Soco Soco / Cada Hit na Favela É um Terremoto: Funk Tik Tok,19/3/21,58,0.904,0.932,0,-3.445,1,0.0999,0.437,0.131,0.112,0.271,130.043,4
spotify:track:5JXOF1rt31rT07luk5wFE6,High Enough - Slowed,201432,K.Flay,64,"escape room, hip pop, modern alternative rock",High Enough (Slowed),18/11/21,62,0.388,0.631,4,-6.328,0,0.0391,0.00939,0.00474,0.372,0.276,112.033,3
spotify:track:3CpoeW0cZSDzIRv5z34F87,Sing For The Moment,339546,Eminem,90,"detroit hip hop, hip hop, rap",The Eminem Show,26/5/02,81,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05E-06,0.0426,0.185,163.961,4
spotify:track:0Rn3VfPB1ljIrTZRxJPlVc,Dekha Ek Khwab (Chill Mix),159176,Kishore Kumar,72,"classic bollywood, filmi",Hindi Chill Mix Retro,3/9/22,22,0.478,0.518,4,-7.932,1,0.117,0.855,0,0.237,0.451,146.891,3
spotify:track:3VCXx37jNGNOMns6z2OnvJ,Swing Lynn,321438,Harmless,59,modern dream pop,I'm Sure,14/8/12,77,0.464,0.945,2,-1.815,1,0.0401,0.0506,0.756,0.112,0.453,165.177,4
spotify:track:0HqZX76SFLDz2aW8aiqi7G,Bones,165264,Imagine Dragons,87,"modern rock, pop, rock",Bones,11/3/22,87,0.773,0.742,5,-3.678,0,0.046,0.0206,0,0.0754,0.571,114.071,4
spotify:track:1cv9oa4Tyamp2zsGnfWv4Y,Way for me,181527,Underdog,50,,Way for me,16/12/22,25,0.463,0.599,2,-12.392,0,0.0399,0.0099,0,0.225,0.512,101.848,4
spotify:track:4ZrKqqwnNzXWd46e8nlQGK,The Way (Instrumental),424848,Zack Hemsey,49,epicore,The Way (Bonus Disk),3/10/11,51,0.306,0.39,5,-12.084,0,0.041,0.0195,0.857,0.087,0.0693,123.843,4
spotify:track:6CDzDgIUqeDY5g8ujExx2f,Heat Waves,238805,Glass Animals,76,"gauze pop, indietronica, modern rock, pov: indie, shiver pop",Heat Waves,29/6/20,59,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,4
spotify:track:35C086Yh0F6hw6pyPIvobP,Thank You - (Acoustic) [Live],154506,Dido,70,"dance pop, europop, lilith, neo mellow, pop rock",Girl Who Got Away (Expanded Edition),4/3/13,59,0.539,0.407,8,-8.604,0,0.04,0.587,0,0.0776,0.614,79.548,4
spotify:track:52vA3CYKZqZVdQnzRrdZt6,The Times They Are A-Changin',192053,Bob Dylan,71,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",The Times They Are A-Changin',13/1/64,70,0.389,0.396,7,-7.999,1,0.0332,0.887,0,0.0828,0.585,171.86,3
spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit,232114,Steve Lacy,81,afrofuturism,Bad Habit,29/6/22,86,0.686,0.507,1,-7.097,1,0.0357,0.626,7.51E-05,0.383,0.69,168.955,4
spotify:track:0czRI0qwOQDe1tIIrsvkaK,Distant Dreamer,305666,Duffy,58,british soul,Rockferry,2008,50,0.399,0.604,2,-4.325,1,0.0288,0.00426,0.00126,0.386,0.146,94.962,4
spotify:track:4euAGZTszWPrriggYK0HG9,Lay All Your Love On Me,274466,ABBA,80,"europop, swedish pop",Super Trouper,1980,79,0.678,0.727,2,-7.844,0,0.0258,0.117,0.00396,0.354,0.71,133.481,4
spotify:track:6hgoYQDUcPyCz7LcTUHKxa,Calm Down,219813,Rema,80,"afrobeats, nigerian pop",Calm Down,10/2/22,84,0.811,0.781,11,-6.333,1,0.0428,0.376,0.001,0.121,0.824,107.007,4
spotify:track:4VkEkljlOC5cMbRMhREO5E,snowfall (Slowed + Reverb),150660,Øneheart,74,hardwave,snowfall (Slowed + Reverb),1/4/22,77,0.397,0.0521,9,-29.745,1,0.0313,0.932,0.874,0.229,0.101,77.982,4
spotify:track:5XkzYk0hGmu5wRYLbLn58p,Montagem Orquestra Sinfonica (Speed Up),213948,DJ TENEBROSO ORIGINAL,57,phonk brasileiro,Montagem Orquestra Sinfonica (Speed Up),12/12/22,65,0.589,0.952,8,-1.836,0,0.231,0.377,0.2,0.227,0.333,112.383,4
spotify:track:2HZLXBOnaSRhXStMLrq9fD,Mary On A Cross,244804,Ghost,75,"hard rock, metal",Seven Inches Of Satanic Panic,13/9/19,84,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,4
spotify:track:6eBtWLeIcimzxOoX0fk42Z,My Beloved Monster,132173,Eels,55,"alternative rock, melancholia",Beautiful Freak,1/1/96,56,0.479,0.285,9,-12.805,1,0.0314,0.261,0.431,0.651,0.462,97.661,4
spotify:track:5iCY0TXNImK4hyKfcplQsg,Baarishein,207309,Anuv Jain,66,"hindi indie, indian indie, indian singer-songwriter",Baarishein,12/1/18,81,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,4
spotify:track:3zksbXteOCeSusJ5Xltr3t,Bubble Gum,175960,Clairo,76,"bedroom pop, indie pop, pop, pov: indie",Bubble Gum,22/2/19,80,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72E-05,0.387,0.229,207.97,3
spotify:track:3r7bVFHopFj2g8U4yKEpGJ,Sour Diesel,243946,ZAYN,75,"pop, uk pop",Icarus Falls,14/12/18,53,0.664,0.808,4,-4.31,0,0.0397,0.00285,0.00869,0.096,0.593,94.979,4
spotify:track:6lft9WPolzGl1c0sxWAMsZ,Peter Pan (feat. Liilz),139586,Prinz,60,chill drill,Peter Pan (feat. Liilz),9/9/22,69,0.816,0.487,4,-8.059,0,0.314,0.168,0,0.176,0.479,141.015,4
spotify:track:2ksyzVfU0WJoBpu8otr4pz,METAMORPHOSIS,142839,INTERWORLD,74,"phonk brasileiro, sped up",METAMORPHOSIS,25/11/21,90,0.593,0.641,7,-12.727,0,0.0992,0.426,0.901,0.122,0.147,175.014,4
spotify:track:0ll8uFnc0nANY35E0Lfxvg,Somewhere Only We Know,236160,Keane,73,"neo mellow, piano rock, pop rock",Hopes And Fears,1/1/04,79,0.453,0.655,9,-4.22,1,0.0259,0.0794,7.61E-06,0.0849,0.368,172.012,4
spotify:track:1ko2lVN0vKGUl9zrU0qSlT,Just the Two of Us (feat. Bill Withers),438493,"Grover Washington, Jr.",62,,Anthology,1985,78,0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,95.818,4
spotify:track:6TcZfUefxS9mXR79KVorvm,renegade x under the influence x i was never there - Speed Up Remix,456283,AA Records,38,sped up,renegade x under the influence x i was never there (Speed Up Remix),26/1/23,46,0.283,0.538,11,-13.333,0,0.0797,0.253,0.252,0.538,0.196,119.774,4
spotify:track:66M2PPwRhEcQCC6P60aXPJ,Who Is She x The Perfect Girl - Remix,208704,Xanemusic,67,sped up,Reels Hits (Remix),25/11/22,50,0.477,0.866,8,-5.393,0,0.0793,0.00241,0.497,0.343,0.215,122.496,4
spotify:track:1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,241066,The Weeknd,95,"canadian contemporary r&b, canadian pop, pop","My Dear Melancholy,",30/3/18,90,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,4
spotify:track:4NgherJDfCXWBZBYheM4jK,WASTE,120428,Kxllswxtch,69,"dark trap, oc rap, scream rap",DISORDER,29/10/21,83,0.627,0.123,7,-14.411,1,0.0316,0.859,0.00105,0.149,0.11,131.883,4
spotify:track:37F0uwRSrdzkBiuj0D5UHI,Reminder,218880,The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",Starboy,25/11/16,90,0.706,0.505,8,-6.923,1,0.193,0.142,0,0.164,0.388,160.053,4
spotify:track:6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,216320,Tame Impala,80,"australian psych, modern rock, neo-psychedelic, rock",Currents,17/7/15,88,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,4
spotify:track:6bnF93Rx87YqUBLSgjiMU8,Heartless,198266,The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",After Hours,20/3/20,87,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01E-06,0.156,0.252,170.062,4
spotify:track:0PGAJ37n4O2AslZosr1YGx,Disaster,84138,KSLV Noh,66,drift phonk,Disaster,21/6/21,44,0.824,0.613,0,-6.043,1,0.094,0.0158,0.348,0.159,0.511,117.051,4
spotify:track:5t1i75ExuS97cGtrbXoQnQ,Call Me - Slowed,160484,plenka,59,drift phonk,Call Me (Slowed),6/10/21,22,0.734,0.83,9,-6.478,0,0.0348,0.002,0.831,0.135,0.338,110.75,4
spotify:track:10nyNJ6zNy2YVYLrcwLccB,No Surprises,229120,Radiohead,80,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",OK Computer,28/5/97,85,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4
spotify:track:5cDNzcok72q3HC0Lw6FyAR,The Beach (Instrumental),230038,mxpheebz,52,ambient lo-fi,The Beach (Instrumental),15/9/22,68,0.672,0.215,2,-17.352,0,0.0353,0.834,0.921,0.0915,0.137,136.001,4
spotify:track:7EkWXAI1wn8Ii883ecd9xr,Freaks,147062,Surf Curse,68,"dreamo, indie surf, pov: indie, surf punk, vegas indie",Freaks,15/5/21,87,0.345,0.941,9,-9.918,1,0.0466,3.84E-05,0.633,0.0511,0.407,179.626,4
spotify:track:2IXTgz5x6xATnneJmnGihU,Gaichite,163777,Misha Xramovi,52,georgian hip hop,Альбомба,1/5/20,72,0.894,0.487,7,-8.106,1,0.129,0.354,0.0158,0.109,0.229,82.003,4
